Order_ID,Order_Date,Year,Quarter,Month,Customer_ID,Gender,Age_Group,Customer_Segment,Brand,Category,Sub_Category,Unit_Price,Listing_Type,Quantity,Revenue,Discount,Profit,Stock_Received,Stock_Available,City,State,Region,Delivery_Days,Returned,Rating,Feedback_Sentiment
O00264,2018-08-24,2018,Q3,Aug,C0265,Male,26-35,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,185,1346,7798,6982,Bangalore,Karnataka,South,2,Yes,5,Positive
O00265,2012-12-29,2012,Q4,Dec,C0266,Male,45+,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,0,924,2124,1823,Pune,Maharashtra,West,3,No,4,Positive
O00266,2016-12-05,2016,Q4,Dec,C0267,Female,45+,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,161,937,5360,5229,Chennai,Tamil Nadu,South,7,No,5,Positive
O00267,2022-02-05,2022,Q1,Feb,C0268,Female,45+,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,11,1498,2631,2505,Kolkata,West Bengal,East,3,Yes,4,Positive
O00268,2024-07-31,2024,Q3,Jul,C0269,Male,18-25,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,241,689,3823,3550,Hyderabad,Telangana,South,4,Yes,3,Neutral
O00269,2017-05-25,2017,Q2,May,C0270,Male,45+,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,66,1313,4760,4138,Mumbai,Maharashtra,West,7,Yes,4,Positive
O00270,2025-04-16,2025,Q2,Apr,C0271,Male,36-45,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,141,1320,1754,1531,Chennai,Tamil Nadu,South,1,Yes,4,Positive
O00271,2024-04-11,2024,Q2,Apr,C0272,Male,36-45,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,219,1053,3435,2822,Bangalore,Karnataka,South,1,Yes,4,Positive
O00272,2021-06-04,2021,Q2,Jun,C0273,Male,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,209,262,5052,4735,Delhi,Delhi,North,4,Yes,2,Negative
O00273,2024-02-16,2024,Q1,Feb,C0274,Female,45+,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,243,792,2153,1605,Pune,Maharashtra,West,1,Yes,5,Positive
O00274,2017-09-06,2017,Q3,Sep,C0275,Female,45+,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,178,1013,4916,4593,Pune,Maharashtra,West,6,No,4,Positive
O00275,2016-09-13,2016,Q3,Sep,C0276,Male,26-35,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,98,607,4472,3845,Pune,Maharashtra,West,4,No,5,Positive
O00276,2013-01-28,2013,Q1,Jan,C0277,Male,36-45,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,99,1064,1721,1362,Delhi,Delhi,North,3,Yes,2,Negative
O00277,2013-09-14,2013,Q3,Sep,C0278,Female,18-25,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,247,311,4903,4261,Delhi,Delhi,North,7,No,4,Positive
O00278,2023-07-17,2023,Q3,Jul,C0279,Female,18-25,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,111,225,7927,7490,Mumbai,Maharashtra,West,2,No,4,Positive
O00279,2025-05-19,2025,Q2,May,C0280,Female,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,164,398,2399,2033,Delhi,Delhi,North,1,No,1,Negative
O00280,2024-11-19,2024,Q4,Nov,C0281,Male,26-35,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,233,721,6784,6652,Chennai,Tamil Nadu,South,2,Yes,3,Neutral
O00281,2020-05-25,2020,Q2,May,C0282,Female,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,157,1110,7650,7112,Hyderabad,Telangana,South,7,No,3,Neutral
O00282,2013-11-10,2013,Q4,Nov,C0283,Male,26-35,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,164,980,3396,3198,Pune,Maharashtra,West,5,No,4,Positive
O00283,2022-01-30,2022,Q1,Jan,C0284,Male,26-35,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,112,1388,4069,3550,Mumbai,Maharashtra,West,6,No,2,Negative
O00284,2020-02-08,2020,Q1,Feb,C0285,Male,18-25,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,184,1317,6185,5972,Mumbai,Maharashtra,West,7,Yes,4,Positive
O00285,2016-11-09,2016,Q4,Nov,C0286,Female,36-45,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,231,913,1764,982,Bangalore,Karnataka,South,5,No,3,Neutral
O00286,2022-07-09,2022,Q3,Jul,C0287,Female,26-35,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,228,358,3307,2686,Bangalore,Karnataka,South,6,No,4,Positive
O00287,2017-05-12,2017,Q2,May,C0288,Male,26-35,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,224,597,3765,2910,Chennai,Tamil Nadu,South,1,No,3,Neutral
O00288,2020-11-03,2020,Q4,Nov,C0289,Male,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,136,1291,5759,5266,Pune,Maharashtra,West,7,No,4,Positive
O00289,2012-03-20,2012,Q1,Mar,C0290,Female,18-25,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,189,996,2975,2739,Chennai,Tamil Nadu,South,1,Yes,1,Negative
O00290,2022-04-02,2022,Q2,Apr,C0291,Male,26-35,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,225,449,1408,973,Bangalore,Karnataka,South,5,No,5,Positive
O00291,2021-10-16,2021,Q4,Oct,C0292,Male,36-45,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,138,234,4019,3187,Delhi,Delhi,North,4,No,1,Negative
O00292,2017-11-17,2017,Q4,Nov,C0293,Female,26-35,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,133,763,1677,1491,Hyderabad,Telangana,South,4,No,2,Negative
O00293,2014-12-02,2014,Q4,Dec,C0294,Female,26-35,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,75,707,6852,6280,Hyderabad,Telangana,South,6,Yes,1,Negative
O00294,2016-10-15,2016,Q4,Oct,C0295,Male,18-25,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,237,479,2956,2809,Bangalore,Karnataka,South,5,Yes,1,Negative
O00295,2014-07-12,2014,Q3,Jul,C0296,Female,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,48,505,3334,3091,Kolkata,West Bengal,East,4,No,5,Positive
O00296,2015-02-25,2015,Q1,Feb,C0297,Female,45+,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,240,526,2718,2407,Delhi,Delhi,North,5,No,3,Neutral
O00297,2023-02-04,2023,Q1,Feb,C0298,Male,36-45,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,133,523,2289,1479,Kolkata,West Bengal,East,2,Yes,4,Positive
O00298,2013-05-17,2013,Q2,May,C0299,Female,36-45,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,69,1082,5023,4459,Delhi,Delhi,North,6,Yes,1,Negative
O00299,2017-10-02,2017,Q4,Oct,C0300,Female,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,118,904,6782,6428,Hyderabad,Telangana,South,5,No,1,Negative
O00300,2022-03-23,2022,Q1,Mar,C0301,Female,18-25,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,200,954,3905,3035,Delhi,Delhi,North,6,No,2,Negative
O00301,2023-01-12,2023,Q1,Jan,C0302,Female,18-25,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,1,840,4152,3398,Pune,Maharashtra,West,5,Yes,3,Neutral
O00302,2018-02-08,2018,Q1,Feb,C0303,Female,36-45,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,43,533,4409,3575,Kolkata,West Bengal,East,2,No,1,Negative
O00303,2018-04-02,2018,Q2,Apr,C0304,Female,45+,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,111,154,5623,5461,Bangalore,Karnataka,South,1,Yes,2,Negative
O00304,2013-04-17,2013,Q2,Apr,C0305,Male,18-25,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,242,1461,6291,5838,Mumbai,Maharashtra,West,2,Yes,3,Neutral
O00305,2018-04-20,2018,Q2,Apr,C0306,Male,26-35,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,246,617,4877,4096,Pune,Maharashtra,West,3,Yes,5,Positive
O00306,2025-01-08,2025,Q1,Jan,C0307,Male,45+,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,176,316,1287,812,Kolkata,West Bengal,East,5,Yes,1,Negative
O00307,2018-05-14,2018,Q2,May,C0308,Female,26-35,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,25,389,2658,1783,Pune,Maharashtra,West,7,No,5,Positive
O00308,2025-12-17,2025,Q4,Dec,C0309,Male,18-25,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,15,254,5544,4663,Bangalore,Karnataka,South,4,No,5,Positive
O00309,2020-11-16,2020,Q4,Nov,C0310,Male,18-25,New,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,147,511,6991,6494,Chennai,Tamil Nadu,South,5,No,4,Positive
O00310,2023-01-11,2023,Q1,Jan,C0311,Male,36-45,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,118,266,4905,4403,Hyderabad,Telangana,South,4,Yes,3,Neutral
O00311,2025-12-10,2025,Q4,Dec,C0312,Male,36-45,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,222,588,6323,5589,Bangalore,Karnataka,South,6,Yes,3,Neutral
O00312,2013-11-27,2013,Q4,Nov,C0313,Female,18-25,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,179,575,6205,5815,Mumbai,Maharashtra,West,7,Yes,1,Negative
O00313,2016-09-16,2016,Q3,Sep,C0314,Male,36-45,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,93,827,6536,6303,Hyderabad,Telangana,South,6,No,1,Negative
O00314,2018-07-22,2018,Q3,Jul,C0315,Male,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,175,296,4362,4113,Mumbai,Maharashtra,West,7,No,2,Negative
O00315,2017-08-15,2017,Q3,Aug,C0316,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,77,340,7656,7469,Bangalore,Karnataka,South,2,No,1,Negative
O00316,2016-12-09,2016,Q4,Dec,C0317,Male,26-35,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,16,259,4905,4386,Kolkata,West Bengal,East,6,No,4,Positive
O00317,2023-08-22,2023,Q3,Aug,C0318,Male,18-25,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,125,250,5268,5081,Kolkata,West Bengal,East,5,No,5,Positive
O00318,2020-09-16,2020,Q3,Sep,C0319,Male,18-25,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,168,1071,6771,6377,Pune,Maharashtra,West,2,No,5,Positive
O00319,2020-03-10,2020,Q1,Mar,C0320,Male,26-35,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,118,419,5297,4934,Chennai,Tamil Nadu,South,1,Yes,3,Neutral
O00320,2024-02-17,2024,Q1,Feb,C0321,Female,36-45,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,63,291,7731,7271,Bangalore,Karnataka,South,4,Yes,2,Negative
O00321,2016-03-13,2016,Q1,Mar,C0322,Female,26-35,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,6,716,5484,4752,Mumbai,Maharashtra,West,5,No,3,Neutral
O00322,2016-12-05,2016,Q4,Dec,C0323,Male,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,72,1065,5672,5511,Delhi,Delhi,North,7,No,5,Positive
O00323,2021-10-10,2021,Q4,Oct,C0324,Male,26-35,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,107,1656,2808,2156,Chennai,Tamil Nadu,South,5,No,1,Negative
O00324,2020-12-17,2020,Q4,Dec,C0325,Male,26-35,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,95,158,7110,6763,Chennai,Tamil Nadu,South,5,Yes,1,Negative
O00325,2019-05-14,2019,Q2,May,C0326,Male,26-35,New,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,213,916,6897,6386,Hyderabad,Telangana,South,6,Yes,4,Positive
O00326,2019-06-24,2019,Q2,Jun,C0327,Male,45+,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,97,1369,4256,3951,Mumbai,Maharashtra,West,5,No,2,Negative
O00327,2018-12-26,2018,Q4,Dec,C0328,Female,45+,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,2,1198,34,469,1756,1306,Chennai,Tamil Nadu,South,7,No,3,Neutral
O00328,2020-10-13,2020,Q4,Oct,C0329,Male,26-35,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,167,1303,7649,7362,Pune,Maharashtra,West,3,Yes,4,Positive
O00329,2024-12-02,2024,Q4,Dec,C0330,Female,45+,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,25,252,1166,603,Hyderabad,Telangana,South,2,No,4,Positive
O00330,2016-04-01,2016,Q2,Apr,C0331,Male,18-25,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,98,390,3130,2798,Kolkata,West Bengal,East,3,No,2,Negative
O00331,2016-01-01,2016,Q1,Jan,C0332,Male,18-25,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,1,599,68,170,1426,793,Kolkata,West Bengal,East,6,No,5,Positive
O00332,2012-12-29,2012,Q4,Dec,C0333,Male,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,179,170,6638,6074,Delhi,Delhi,North,5,Yes,3,Neutral
O00333,2018-11-10,2018,Q4,Nov,C0334,Male,18-25,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,193,510,1091,265,Bangalore,Karnataka,South,7,No,1,Negative
O00334,2019-06-14,2019,Q2,Jun,C0335,Male,18-25,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,102,926,7997,7739,Chennai,Tamil Nadu,South,2,No,5,Positive
O00335,2023-03-08,2023,Q1,Mar,C0336,Female,45+,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,70,984,3744,2936,Pune,Maharashtra,West,7,Yes,3,Neutral
O00336,2019-08-26,2019,Q3,Aug,C0337,Male,26-35,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,12,1013,6978,6453,Hyderabad,Telangana,South,7,No,5,Positive
O00337,2021-09-03,2021,Q3,Sep,C0338,Female,18-25,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,140,347,1600,1019,Kolkata,West Bengal,East,3,Yes,3,Neutral
O00338,2020-09-19,2020,Q3,Sep,C0339,Male,36-45,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,91,768,5278,4750,Mumbai,Maharashtra,West,5,No,2,Negative
O00339,2016-05-07,2016,Q2,May,C0340,Male,45+,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,3,2997,115,1077,4030,3158,Mumbai,Maharashtra,West,4,No,4,Positive
O00340,2020-06-11,2020,Q2,Jun,C0341,Female,45+,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,35,1015,4742,4369,Kolkata,West Bengal,East,1,No,4,Positive
O00341,2019-12-04,2019,Q4,Dec,C0342,Female,26-35,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,28,1359,6217,6016,Mumbai,Maharashtra,West,3,No,4,Positive
O00342,2014-08-12,2014,Q3,Aug,C0343,Female,36-45,Regular,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,183,758,1855,1330,Chennai,Tamil Nadu,South,3,No,3,Neutral
O00343,2022-07-03,2022,Q3,Jul,C0344,Female,36-45,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,54,1207,7464,6648,Delhi,Delhi,North,4,Yes,2,Negative
O00344,2015-12-24,2015,Q4,Dec,C0345,Female,26-35,Premium,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,41,1142,5012,4871,Delhi,Delhi,North,4,No,2,Negative
O00345,2026-01-02,2026,Q1,Jan,C0346,Female,36-45,Premium,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,188,891,7053,6549,Bangalore,Karnataka,South,3,No,1,Negative
O00346,2023-02-06,2023,Q1,Feb,C0347,Female,36-45,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,1,899,192,289,4863,4073,Chennai,Tamil Nadu,South,4,Yes,4,Positive
O00347,2012-12-24,2012,Q4,Dec,C0348,Female,45+,Inactive,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,176,543,5915,5686,Hyderabad,Telangana,South,3,Yes,4,Positive
O00348,2018-03-01,2018,Q1,Mar,C0349,Male,18-25,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,2,1798,28,750,7065,6280,Kolkata,West Bengal,East,1,No,1,Negative
O00349,2015-06-27,2015,Q2,Jun,C0350,Male,45+,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,117,1285,2080,1773,Bangalore,Karnataka,South,7,No,4,Positive
O00350,2017-06-22,2017,Q2,Jun,C0001,Male,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,205,1073,7002,6596,Mumbai,Maharashtra,West,4,Yes,1,Negative
O00351,2017-06-30,2017,Q2,Jun,C0002,Female,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,107,891,6004,5648,Mumbai,Maharashtra,West,5,No,1,Negative
O00352,2013-11-13,2013,Q4,Nov,C0003,Female,26-35,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,130,259,1885,1515,Bangalore,Karnataka,South,4,Yes,3,Neutral
O00353,2018-04-21,2018,Q2,Apr,C0004,Female,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,64,341,3207,2457,Mumbai,Maharashtra,West,6,Yes,2,Negative
O00354,2023-09-05,2023,Q3,Sep,C0005,Male,36-45,New,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,52,733,1473,602,Chennai,Tamil Nadu,South,4,No,1,Negative
O00355,2018-03-31,2018,Q1,Mar,C0006,Male,18-25,Inactive,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,140,722,7601,7429,Hyderabad,Telangana,South,6,Yes,5,Positive
O00356,2021-09-04,2021,Q3,Sep,C0007,Male,18-25,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,74,296,6360,5956,Pune,Maharashtra,West,6,No,3,Neutral
O00357,2018-05-04,2018,Q2,May,C0008,Female,18-25,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,214,1279,5200,4311,Hyderabad,Telangana,South,1,No,1,Negative
O00358,2013-09-30,2013,Q3,Sep,C0009,Female,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,184,290,1283,963,Kolkata,West Bengal,East,6,Yes,3,Neutral
O00359,2017-07-07,2017,Q3,Jul,C0010,Male,45+,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,227,653,4869,4032,Kolkata,West Bengal,East,2,Yes,4,Positive
O00360,2024-07-30,2024,Q3,Jul,C0011,Female,18-25,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,225,245,2697,2219,Kolkata,West Bengal,East,2,Yes,3,Neutral
O00361,2023-08-15,2023,Q3,Aug,C0012,Male,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,100,440,3814,3222,Bangalore,Karnataka,South,6,No,1,Negative
O00362,2024-01-30,2024,Q1,Jan,C0013,Female,26-35,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,138,271,6550,5731,Mumbai,Maharashtra,West,6,Yes,5,Positive
O00363,2019-04-17,2019,Q2,Apr,C0014,Male,18-25,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,17,717,7246,6443,Chennai,Tamil Nadu,South,2,Yes,1,Negative
O00364,2023-04-19,2023,Q2,Apr,C0015,Female,18-25,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,3,2697,1,933,6558,6227,Kolkata,West Bengal,East,5,Yes,3,Neutral
O00365,2024-08-26,2024,Q3,Aug,C0016,Female,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,169,447,7790,7222,Bangalore,Karnataka,South,6,Yes,5,Positive
O00366,2023-12-23,2023,Q4,Dec,C0017,Female,45+,Inactive,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,147,377,5223,4727,Mumbai,Maharashtra,West,6,No,3,Neutral
O00367,2013-02-10,2013,Q1,Feb,C0018,Male,36-45,Regular,Mamaearth,Skincare,Serum,899,Mid Price Listing,2,1798,37,653,7969,7236,Mumbai,Maharashtra,West,2,No,5,Positive
O00368,2016-08-22,2016,Q3,Aug,C0019,Female,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,58,230,2854,2496,Delhi,Delhi,North,7,No,5,Positive
O00369,2014-07-08,2014,Q3,Jul,C0020,Male,36-45,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,159,215,4883,4316,Chennai,Tamil Nadu,South,4,No,4,Positive
O00370,2012-05-30,2012,Q2,May,C0021,Female,45+,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,126,610,1587,1286,Kolkata,West Bengal,East,5,Yes,2,Negative
O00371,2018-10-12,2018,Q4,Oct,C0022,Female,26-35,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,191,239,6683,5930,Hyderabad,Telangana,South,6,Yes,2,Negative
O00372,2015-06-07,2015,Q2,Jun,C0023,Female,45+,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,87,553,4313,4066,Bangalore,Karnataka,South,6,No,3,Neutral
O00373,2015-10-02,2015,Q4,Oct,C0024,Male,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,235,442,5909,5434,Kolkata,West Bengal,East,2,No,5,Positive
O00374,2015-08-27,2015,Q3,Aug,C0025,Male,18-25,Regular,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,200,1203,5988,5345,Mumbai,Maharashtra,West,3,Yes,2,Negative
O00375,2021-11-24,2021,Q4,Nov,C0026,Male,36-45,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,227,649,5940,5476,Bangalore,Karnataka,South,1,Yes,1,Negative
O00376,2024-11-01,2024,Q4,Nov,C0027,Female,36-45,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,3,1497,52,673,6210,5476,Pune,Maharashtra,West,5,Yes,2,Negative
O00377,2020-07-22,2020,Q3,Jul,C0028,Male,26-35,New,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,102,1526,1798,1113,Bangalore,Karnataka,South,7,No,1,Negative
O00378,2023-02-04,2023,Q1,Feb,C0029,Male,26-35,Premium,Mamaearth,Skincare,Serum,899,Mid Price Listing,4,3596,129,1073,7135,6921,Bangalore,Karnataka,South,4,No,2,Negative
O00379,2019-06-12,2019,Q2,Jun,C0030,Male,26-35,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,2,1998,250,510,5042,4866,Delhi,Delhi,North,4,No,3,Neutral
O00380,2019-07-15,2019,Q3,Jul,C0031,Male,18-25,New,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,79,641,5524,5195,Chennai,Tamil Nadu,South,6,No,3,Neutral
O00381,2012-07-08,2012,Q3,Jul,C0032,Male,45+,Inactive,Kay Beauty,Makeup,Blush,899,Mid Price Listing,4,3596,155,1274,3855,3511,Mumbai,Maharashtra,West,7,Yes,1,Negative
O00382,2018-07-20,2018,Q3,Jul,C0033,Female,45+,Regular,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,190,625,6014,5247,Pune,Maharashtra,West,6,No,4,Positive
O00383,2024-05-27,2024,Q2,May,C0034,Female,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,2,998,236,351,7592,7166,Chennai,Tamil Nadu,South,7,Yes,1,Negative
O00384,2015-07-28,2015,Q3,Jul,C0035,Female,36-45,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,3,2397,221,728,2187,1780,Mumbai,Maharashtra,West,2,Yes,1,Negative
O00385,2016-09-29,2016,Q3,Sep,C0036,Female,36-45,Regular,Lakme,Makeup,Foundation,599,Mid Price Listing,3,1797,7,556,1300,447,Kolkata,West Bengal,East,5,Yes,5,Positive
O00386,2015-03-09,2015,Q1,Mar,C0037,Female,18-25,Premium,L'Oreal,Skincare,Shampoo,999,Premium Listing,1,999,74,397,3586,3453,Kolkata,West Bengal,East,2,No,2,Negative
O00387,2018-02-09,2018,Q1,Feb,C0038,Female,36-45,Inactive,Lakme,Makeup,Foundation,599,Mid Price Listing,4,2396,161,1044,3998,3570,Mumbai,Maharashtra,West,1,No,5,Positive
O00388,2017-10-05,2017,Q4,Oct,C0039,Male,26-35,New,Mamaearth,Skincare,Serum,899,Mid Price Listing,1,899,219,302,7702,6992,Bangalore,Karnataka,South,2,No,5,Positive
O00389,2012-01-17,2012,Q1,Jan,C0040,Female,36-45,New,Kay Beauty,Makeup,Blush,899,Mid Price Listing,3,2697,194,947,6099,5948,Mumbai,Maharashtra,West,7,No,3,Neutral
O00390,2014-08-13,2014,Q3,Aug,C0041,Female,36-45,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,2,1598,241,524,1821,1523,Kolkata,West Bengal,East,1,No,2,Negative
O00391,2025-11-26,2025,Q4,Nov,C0042,Female,36-45,New,Nivea,Skincare,Moisturizer,499,Low Price Listing,1,499,24,152,1284,575,Pune,Maharashtra,West,1,No,5,Positive
O00392,2020-06-10,2020,Q2,Jun,C0043,Female,26-35,Inactive,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,1,799,116,268,6014,5144,Hyderabad,Telangana,South,6,No,2,Negative
O00393,2019-01-13,2019,Q1,Jan,C0044,Male,45+,Premium,Nivea,Skincare,Moisturizer,499,Low Price Listing,4,1996,153,580,7736,7374,Delhi,Delhi,North,3,Yes,3,Neutral
O00394,2017-09-22,2017,Q3,Sep,C0045,Male,45+,Regular,L'Oreal,Skincare,Shampoo,999,Premium Listing,4,3996,189,1168,3490,2972,Chennai,Tamil Nadu,South,6,Yes,3,Neutral
O00395,2012-05-30,2012,Q2,May,C0046,Male,26-35,Premium,Nykaa Cosmetics,Makeup,Lipstick,799,Mid Price Listing,4,3196,131,1312,1374,611,Kolkata,West Bengal,East,5,No,3,Neutral
